한글발음,한자,획수,자원오행,뜻,발음오행
내,迺,13,土,"내이에, 곧",火
내,鼐,15,火,가마솥,火
내,唻,11,水,(래)노래하는 소리,火
냉,冷,7,水,"(랭)찰, 맑을",火
녀,女,3,土,"계집, 너",火
녁,惄,12,火,"허출할, 시장기",火
년,年,6,木,"해, 나이",火
년,秊,8,木,"해, 나이",火
년,撚,16,木,비틀,火
년,碾,15,金,맷돌,火
념,恬,10,火,"편안할, 조용할",火
념,拈,9,木,집어들,火
념,念,8,火,"생각할, 욀",火
념,捻,12,木,"비틀, 비꼴",火
녑,惗,12,火,(엽)사랑할,火
녕,寧,14,火,"편안할,어찌",火
녕,寗,13,火,편안할,火
녕,佞,7,火,(영)아첨할,火
녕,獰,18,土,"모질, 흉악할",火
녕,儜,16,火,괴로워할,火
녕,嚀,17,水,간곡할,火
녕,濘,18,水,진창,火
노,努,7,土,힘쓸,火
노,䛝,14,金,기뻐할,火
노,勞,12,火,"(로)일할, 근심할",火
노,路,13,土,"(로)姓,길,클",火
노,露,20,水,"(로)이슬, 적실",火
노,爐,20,火,"(로)화로, 향로",火
노,盧,16,水,"(로)姓,밥그릇,화로",火
노,璐,17,金,(로)아름다운 옥,火
노,櫨,20,木,(로)두공,火
노,蕗,19,木,(로)감초,火
노,瓐,21,金,(로)비취옥,火
노,澇,16,水,(로)큰 물결,火
노,鷺,23,火,(로)해오라기,火
노,弩,8,火,쇠뇌,火
노,瑙,14,金,마노,火
노,呶,8,水,지껄일,火
노,猱,13,土,원숭이,火
노,臑,20,水,팔꿈치,火
노,癆,17,水,(로)중독,火
노,駑,15,火,"둔할, 미련할",火
노,老,6,土,"(로)姓,늙은이",火
노,魯,15,水,"(로)姓,둔할,노나라",火
노,孥,8,水,자식,火
노,峱,10,土,산이름,火
노,笯,11,木,새장,火
노,鏴,20,金,(로)금길,火
노,壚,19,土,(로)흑토,火
노,滷,15,水,(로)소금밭,火
노,玈,11,水,(로)검을,火
노,窂,9,水,(로)우리,火
노,鸕,27,火,(로)가마우지,火
노,艪,21,木,(로)노,火
노,艫,22,木,(로)뱃머리,火
노,轤,23,火,(로)도르래,火
노,鐪,21,金,(로)아교 그릇,火
노,鑪,24,金,(로)화로,火
노,顱,25,火,(로)머리뼈,火
노,髗,26,金,(로)머리뼈,火
노,鱸,27,水,(로)농어,火
노,怒,9,火,"성낼, 화낼",火
노,奴,5,土,"종, 포로",火
녹,祿,13,木,(록)녹봉,火
녹,錄,16,金,(록)기록할,火
녹,綠,14,木,(록)초록빛,火
녹,鹿,11,土,(록)사슴,火
녹,彔,8,火,"(록)근본, 깎을",火
녹,淥,12,水,"(록)거를, 밭을",火
녹,漉,15,水,"(록)거를, 밭을",火
녹,簏,17,木,(록)대 상자,火
녹,轆,18,火,(록)도르래,火
녹,騄,18,火,(록)말의 이름,火
논,論,15,金,"(론)말할, 고할",火
농,農,13,土,"농사, 농업",火
농,濃,17,水,"무성할, 짙을",火
농,瀧,20,水,"(롱)젖을, 비올",火
농,瓏,21,金,(롱)옥소리,火
농,籠,22,木,"(롱)대그릇, 삼태기",火
농,儂,15,火,나,火
농,噥,16,水,소곤거릴,火
농,穠,18,木,꽃나무 무성할,火
농,醲,20,金,진한 술,火
농,儱,18,火,(록)미숙한,火
농,攏,20,木,(록)누를,火
농,曨,20,火,"(로)어스레할, 동틀",火
농,礱,21,金,(록)숫돌에 갈,火
농,蘢,22,木,(록) 개여뀌,火
농,隴,24,土,(록)고개의 이름,火
농,弄,7,金,(롱)희롱할,火
농,膿,19,水,"고름, 짓무를",火
뇌,纇,21,木,(뢰)실마디,火
뇌,罍,21,土,(뢰)술독,火
뇌,蕾,19,木,(뢰)꽃봉오리,火
뇌,誄,13,金,(뢰)애도할,火
뇌,酹,14,金,(뢰)부을,火
뇌,惱,13,火,괴로워할,火
뇌,餒,16,水,"주릴, 굶길",火
뇌,賴,16,金,"(뢰)힘입을, 의뢰할",火
뇌,雷,13,水,"(뢰)우레, 천둥",火
뇌,耒,6,土,(뢰)쟁기,火
뇌,頼,16,火,힘입을,火
뇌,腦,15,水,"뇌, 정신",火
뇌,攂,19,木,"(뢰)갈, 문지를",火
뇌,礌,18,金,(뢰)바위,火
뇌,礧,20,金,(뢰)바위,火
뇌,籟,22,木,(뢰)세구멍퉁소,火
뇨,尿,7,水,오줌,火
뇨,嫋,13,土,예쁠,火
뇨,淖,12,水,진흙,火
뇨,鐃,20,金,징,火
뇨,鬧,14,金,시끄러울,火
뇨,撓,16,木,"어지러울, 휠",火
뇨,嬲,17,土,희롱할,火
누,耨,16,土,김맬,火
누,漊,15,水,(루)지적지적할,火
누,謱,18,金,(루)곡진할,火
누,樓,15,木,"(루)다락, 포갤",火
누,屢,14,水,"(루)여러, 자주",火
누,慺,15,火,(루)정성스러울,火
누,耬,17,土,(루)밭갈,火
누,熡,15,火,(루)불꽃,火
누,嶁,14,土,(루)봉우리,火
누,淚,12,水,(루)눈물,火
누,啂,11,水,젖먹일,火
누,漏,15,水,"(루)샐, 습며들",火
누,累,11,木,"(루)묶을, 누끼칠",火
눈,嫩,14,土,"어릴, 예쁠",火
눌,訥,11,金,말더듬을,火
눌,吶,7,水,말더듬을,火
눌,肭,10,水,살찔,火
뉴,紐,10,水,"姓,끈,맬",火
뉴,妞,12,金,"姓,단추",火
뉴,杻,8,木,감탕나무,火
뉴,忸,8,火,익힐,火
뉵,忸,8,火,부끄러워할,火
늑,泐,9,水,(륵)돌 갈라질,火
늠,凜,15,水,"(름)찰, 의젓할",火
늠,菻,14,木,"(름)쑥, 나라이름",火
늠,澟,17,水,(름)서늘할,火
능,綾,14,木,(릉)비단,火
능,菱,14,木,"(릉)마름,모날",火
능,倰,10,火,(릉)속일,火
능,蔆,17,木,(릉)마름,火
능,能,12,水,"능할, 재주",火
능,陵,16,土,"(릉)언덕, 높을",火
니,泥,9,水,"진흙, 흐릴",火
니,尼,5,水,"여승, 비구니",火
니,馜,14,木,(이)진할 향기,火
니,㦐,16,火,(이)마음 좋을,火
니,柅,9,木,"무성할, 살필",火
니,濔,18,水,"치렁치렁할, 많을",火
니,膩,18,水,"기름질, 살찔",火
니,呢,8,水,소곤거릴,火
니,怩,9,火,부끄러워할,火
니,祢,10,木,아비 사당,火
니,禰,19,木,아비 사당,火
니,妮,8,土,(이)여자종,火
닉,匿,11,水,"숨을, 숨길",火
닉,溺,14,水,"빠질, 잠길",火
닐,昵,9,火,친할,火
닐,暱,15,火,친할,火
다,多,6,水,"많을, 넓을",火
다,爹,10,木,"아비, 웃어른",火
다,𥥸,12,水,깊을,火
다,茶,12,木,차,火
다,𣘻,15,木,차나무,火
다,奲,24,木,"관대할, 풍부할(차)",火
다,鄲,19,土,나라이름(단),火
다,觰,16,木,뿔 밑동,火
다,夛,6,水,많을,火
다,茤,12,木,마름,火
단,㫜,9,火,밝을,火
단,担,9,木,"떨칠, 올릴",火
단,彖,9,火,판단할,火
단,湍,13,水,"여울, 급류",火
단,簞,18,木,대광주리,火
단,鄲,19,土,나라이름,火
단,短,12,金,"짧을, 적을",火
단,段,9,金,"姓,구분,조각",火
단,椴,13,木,자작나무,火
단,漙,15,水,이슬많을,火
단,癉,17,水,앓을,火
단,耑,9,水,시초,火
단,胆,11,水,어깨 벗을,火
단,腶,15,水,약포,火
단,蜑,13,水,오랑캐 이름,火
단,蛋,11,水,새알,火
단,袒,11,木,웃통벗을,火
단,斷,18,金,"끊을, 근절할",火
단,慱,15,火,근심할,火
단,旦,5,火,"아침, 밤 세울",火
단,丹,4,火,"붉을, 정성스러울",火
단,但,7,火,"다만, 무릇",火
단,單,12,水,"姓,하나,오직",火
단,煓,13,火,"빛날, 성할",火
단,端,14,金,"姓,바를,곧을",火
단,壇,16,土,"제터, 뜰",火
단,檀,17,木,박달나무,火
단,團,14,水,"둥글, 모일",火
단,緞,15,木,비단,火
단,鍛,17,金,"쇠불릴, 숫돌",火
단,亶,13,土,믿음,火
달,達,16,土,"통달할, 깨달을",火
달,撻,17,木,메질할,火
달,澾,17,水,미끄러울,火
달,妲,8,土,여자이름,火
달,闥,21,木,문,火
달,靼,14,金,다룸가죽,火
달,韃,22,金,종족이름,火
달,獺,20,土,수달,火
달,疸,10,水,황달,火
달,怛,9,火,슬플,火
담,淡,12,水,"묽을, 싱거울",火
담,擔,17,木,"멜, 책임질",火
담,覃,12,金,"미칠, 퍼질",火
담,錟,16,金,"창, 찌를",火
담,儋,15,火,멜,火
담,墰,15,土,술단지,火
담,壜,19,土,항아리,火
담,毯,12,火,담요,火
담,禫,17,木,담제,火
담,罎,22,土,항아리,火
담,薝,19,木,치자나무,火
담,郯,15,土,나라이름,火
담,黮,21,水,검을,火
담,黵,25,水,문신할,火
담,坍,7,土,무너질,火
담,曇,16,火,"흐릴, 구름이낄",火
담,膽,19,水,"쓸개, 담력",火
담,痰,13,水,"가래, 천식",火
담,啗,11,水,먹일,火
담,噉,15,水,먹을 씹을,火
담,啖,11,水,"먹을, 탐할",火
담,憺,17,火,편안할,火
담,談,15,金,"말씀, 언론",火
담,倓,10,火,고요할,火
담,潭,16,水,"姓,깊을,물가",火
담,譚,19,金,"姓,이야기,완만할",火
담,澹,17,水,"담박할, 조용할",火
담,啿,12,水,넉넉할,火
담,埮,11,土,평평한 땅,火
담,炎,8,火,(염)아름다울,火
담,惔,12,火,"탈, 편안할",火
담,湛,13,水,"즐길, 탐닉할",火
담,緂,14,木,선명할,火
담,蕁,18,木,지모,火
담,聃,11,火,귓바퀴 없을,火
답,畓,9,土,논,火
답,答,12,木,"대답할, 맞출",火
답,踏,15,土,"밟을, 디딜",火
답,畓,8,水,"유창할, 합할",火
답,遝,17,土,"뒤섞일, 미칠",火
당,溏,14,水,진창,火
당,瑭,15,金,옥 이름,火
당,璫,18,金,귀고리 옥,火
당,瞠,16,火,바라볼,火
당,礑,18,金,밑바닥,火
당,蟷,19,水,사마귀,火
당,襠,19,木,잠방이,火
당,餳,18,水,엿,火
당,餹,19,水,엿,火
당,戇,28,火,"어리석을, 외고집",火
당,螳,17,水,사마귀,火
당,撞,16,木,"칠, 두드릴",火
당,堂,11,土,"집, 평평할",火
당,當,13,土,"당할, 적합할",火
당,唐,10,水,"姓,당나라,허풍",火
당,黨,20,水,"무리, 바를",火
당,塘,13,土,"못, 방죽",火
당,幢,15,木,"기, 휘장",火
당,棠,12,木,"팥배나무, 해당화",火
당,糖,16,木,"사탕, 엿",火
당,鐺,21,金,"쇠사슬, 종고소리",火
당,倘,10,火,빼어날,火
당,儻,22,火,뛰어날,火
당,讜,27,金,곧은 말,火
당,鏜,19,金,종고 소리,火
당,搪,14,木,뻗을,火
당,檔,17,木,"의자 / 잠방이, 등거리, 배자",火
대,垈,8,土,"집터, 밭",火
대,玳,10,金,대모,火
대,旲,7,火,햇빛,火
대,岱,8,土,"대산, 클",火
대,大,3,木,"姓,클,넓을",火
대,代,5,火,"대신, 시대",火
대,待,9,火,"기다릴, 갖출",火
대,對,14,木,"대답할, 상대",火
대,帶,11,木,"띠, 찰, 장식",火
대,臺,14,土,"돈대, 관청",火
대,抬,9,木,들어올리,火
대,㬃,13,火,해가 돋을,火
대,㬣,18,火,무성할,火
대,袋,11,木,"자루, 부대",火
대,戴,17,金,"느낄, 생각할",火
대,擡,18,木,들어올릴,火
대,坮,8,土,돈대,火
대,黛,17,水,"눈썹 먹, 여자의 눈썹",火
대,貸,12,金,"빌릴, 갚을",火
대,隊,17,土,무리,火
대,儓,16,火,하인,火
대,懟,18,火,원망할,火
대,汏,7,水,"일을, 씻을",火
대,碓,13,金,방아,火
대,鐓,20,金,창고달,火
댁,宅,6,木,"댁, 집",火
덕,德,15,火,"姓,덕,선행",火
덕,徳,14,火,"덕, 선행",火
덕,悳,12,火,"덕, 선행",火
도,度,9,木,"법, 제도",火
도,徒,10,火,"무리, 동아리",火
도,渡,13,水,"건널, 통할",火
도,途,14,土,"길, 도로",火
도,堵,12,土,"담장, 주거",火
도,塗,13,土,"진흙, 바를",火
도,棹,12,木,"노, 키",火
도,導,16,木,"이끌, 인도할",火
도,祹,13,木,"복, 행복",火
도,鋾,16,金,쇳덩이,火
도,夲,5,木,나아갈,火
도,稌,12,木,찰벼,火
도,禱,19,木,"빌, 기원",火
도,鍍,17,金,도금할,火
도,櫂,18,木,"노, 상앗대",火
도,淘,12,水,"일, 씻을",火
도,滔,14,水,물넘칠,火
도,睹,14,木,"볼, 분별할",火
도,萄,14,木,"포도, 풀이름",火
도,覩,16,火,볼,火
도,賭,16,金,"걸, 노름",火
도,擣,18,木,찧을,火
도,檮,18,木,등걸,火
도,洮,10,水,씻을,火
도,涂,11,水,칠할,火
도,鼗,19,金,"땡땡이, 소고",火
도,菟,14,木,호랑이,火
도,酴,14,金,술밑,火
도,闍,17,木,망루,火
도,鞀,14,金,"노도, 소고",火
도,鞱,19,金,감출,火
도,饕,22,水,탐할,火
도,悼,12,火,"슬퍼할, 떨",火
도,搗,14,木,"찍을, 두드릴",火
도,倒,10,火,"넘어질, 거꾸로",火
도,刀,2,金,"칼, 작은 배",火
도,挑,10,木,"휠, 굽을",火
도,跳,13,土,"뛸, 달아날",火
도,逃,13,土,"달아날, 숨을",火
도,盜,12,金,"훔칠, 도둑질",火
도,叨,5,水,탐낼,火
도,忉,6,火,근심할,火
도,到,8,金,"이를, 주밀할",火
도,韜,19,金,"감출, 갈무리할 ",火
도,道,16,土,"姓,길,이치",火
도,島,10,土,섬,火
도,桃,10,木,"복숭아, 앵도",火
도,都,16,土,"姓,도읍,서울",火
도,圖,14,水,"그림, 꾀할",火
도,陶,16,土,"姓,질그릇,옹기장이",火
도,稻,15,木,"姓,벼,땅이름",火
도,嶋,14,土,섬,火
도,掉,12,木,"흔들, 바로잡을",火
도,蹈,17,土,"밟을, 실천할",火
도,馟,16,木,향내날,火
도,屠,12,水,"잡을, 무찌를",火
도,濤,18,水,"물결, 씻을",火
도,燾,18,火,"비출, 덮을",火
도,跳,13,土,밟을,火
도,壔,17,土,성채,火
도,弢,8,火,활집,火
도,慆,14,火,기뻐할,火
도,掏,12,木,"가릴, 끄집어낼",火
도,搯,14,木,꺼낼,火
독,讀,22,金,"읽을, 풍류",火
독,篤,16,木,"도타울, 굳을",火
독,督,13,木,"살펴볼, 거느릴",火
독,纛,25,木,"둑, 소꼬리",火
독,牘,19,木,"편지, 나뭇조각",火
독,櫝,19,木,"함, 궤",火
독,犢,19,土,송아지,火
독,瀆,19,水,"도랑, 하수도",火
독,禿,7,木,"대머리, 벗어질",火
독,獨,17,土,"姓,홀로,외로울",火
독,毒,8,土,"독, 해칠",火
독,黷,27,水,더럽힐,火
돈,潡,16,水,큰 물,火
돈,躉,20,土,거룻배,火
돈,沌,8,水,어두울,火
돈,豚,11,水,"돼지, 복어",火
돈,敦,12,金,"姓,도타울",火
돈,惇,12,火,"도타울, 인정 많을",火
돈,暾,16,火,아침 해 돋을,火
돈,燉,16,火,"불빛, 이글거릴",火
돈,墩,15,土,"돈대, 흙더미",火
돈,旽,8,火,"밝을, 친밀할",火
돈,焞,12,火,"어스레할, 성할",火
돈,頓,13,火,"姓,조아릴,깨질",火
돈,弴,11,火,활,火
돌,乭,6,金,"돌, 사람이름",火
돌,突,9,水,"갑자기, 부딪힐",火
돌,咄,8,水,꾸짖을,火
돌,堗,12,土,굴뚝,火
동,東,8,木,"姓,동녘",火
동,桐,10,木,오동나무,火
동,彤,7,火,붉을,火
동,烔,10,火,"더울, 불사를",火
동,董,15,木,"姓,바를,동독할",火
동,同,6,水,"한가지, 모을",火
동,洞,10,水,"골짜기, 동굴",火
동,垌,9,土,항아리,火
동,童,12,金,"아이, 어리석을",火
동,動,11,水,"움직일, 자주",火
동,銅,14,金,구리,火
동,棟,12,木,"마룻대, 용마루",火
동,潼,16,水,강이름,火
동,曈,16,火,해뜰,火
동,橦,16,木,"나무이름, 북소리",火
동,勭,16,金,"자랄, 움직일",火
동,朣,16,水,"달떠오를, 흐릴",火
동,蝀,14,水,무지개,火
동,仝,5,火,"한가지, 모을",火
동,憧,16,火,"그리워할, 그리움",火
동,冬,5,水,겨울,火
동,侗,8,火,정성,火
동,僮,14,火,아이,火
동,峒,9,土,산이름,火
동,涷,12,水,소나기,火
동,艟,18,木,배,火
동,苳,11,木,겨우살이,火
동,茼,12,木,쑥갓,火
동,蕫,18,木,"황모, 연뿌리",火
동,瞳,17,木,눈동자,火
동,疼,10,水,"아플, 욱신거릴",火
동,胴,12,水,창자,火
동,凍,10,水,"얼을, 추울",火
동,哃,9,水,큰소리칠,火
두,斗,4,火,"말, 별이름",火
두,豆,7,木,"콩, 제기",火
두,枓,8,木,"두공, 기둥머리",火
두,頭,16,火,"머리, 두목",火
두,阧,12,土,"물문, 수문",火
두,杜,7,木,"姓,아가위,막을",火
두,荳,13,木,콩,火
두,讀,22,金,"구절, (독)읽을",火
두,逗,14,土,"머무를, 무덤",火
두,兜,11,木,"투구, 쓰개",火
두,痘,12,水,천연두,火
두,竇,20,水,"구멍, 물길",火
두,抖,8,木,"떨, 흔들",火
두,斁,17,金,섞을,火
두,肚,9,水,"배, 복부",火
두,脰,13,水,목,火
두,蚪,10,水,올챙이,火
두,蠹,24,水,"좀, 쐐기",火
두,陡,15,土,험할,火
둔,鈍,12,金,"무딜, 둔할",火
둔,屯,4,木,"진칠, 주둔군",火
둔,遁,16,土,"달아날, 끊을",火
둔,芚,10,木,채소이름,火
둔,臀,19,水,볼기,火
둔,遯,18,土,"달아날, 피할",火
둔,窀,9,水,무덤구덩이,火
둔,迍,11,土,머뭇거릴,火
둘,乧,5,木,"둘, 우리나라한자",火
득,得,11,火,"얻을, 탐할",火
등,籐,21,木,등나무,火
등,滕,16,木,봉할,火
등,螣,16,水,등사(螣蛇),火
등,鐙,20,金,등잔,火
등,登,12,火,"오를, 이룰",火
등,橙,16,木,등자나무,火
등,嶝,15,土,"고개, 비탈길",火
등,等,12,木,"가지런할, 등급",火
등,燈,16,火,"등잔, 등불",火
등,藤,21,木,"姓,등나무",火
등,騰,20,火,"달릴, 오를",火
등,謄,17,金,등산할,火
등,鄧,19,土,"姓,고을이름",火
등,凳,14,木,걸상,火
등,墱,15,土,"자드락길, 비탈길",火
등,滕,15,水,물 솟을,火
등,磴,17,金,돌 비탈길,火
라,邏,26,土,순행할,火
라,羅,20,木,"姓, 새그물, 벌릴",火
라,螺,17,水,소라,火
라,摞,15,木,"정돈할, 다스릴",火
라,喇,12,水,나팔,火
라,覶,19,火,"자세할, 좋게볼",火
라,蓏,16,木,(나)열매,火
라,鑼,27,金,(나)징,火
라,砢,10,金,(나)돌 쌓일,火
라,纙,25,木,(나)돈꾸러미,火
라,儸,21,火,(나)재능 있을,火
라,蘿,25,木,"무, 미나리",火
라,懶,20,火,"게으를, 나른할",火
라,剆,9,金,칠,火
라,癩,21,水,약물중독,火
라,裸,14,木,벌거벗을,火
라,倮,10,火,"(나)벗을, 알몸",火
라,囉,22,水,(나)소리 섞일,火
라,曪,23,火,(나)햇빛 없을,火
라,瘰,16,水,(나)연주창,火
라,騾,21,火,(나)노새,火
라,鸁,24,火,(나)되강오리,火
라,臝,23,水,(나)벌거벗을,火
락,樂,15,木,"즐길, 풍류, (요)좋아할",火
락,洛,10,水,"낙수, 강이름",火
락,絡,12,木,"묶을, 그물",火
락,珞,11,金,"구슬, 조약돌",火
락,酪,13,金,"유즙, 식초",火
락,烙,10,火,지질,火
락,駱,16,火,낙타,火
락,落,15,木,"떨어질, 흩어질",火
락,嗠,13,水,(낙)진한유즙,火
락,犖,14,土,(낙)얼룩소,火
란,爛,21,火,"빛날, 익을",火
란,瀾,21,水,"큰물결, 뜨물",火
란,瓓,22,金,"옥무늬, 옥광채",火
란,欒,23,木,나무이름,火
란,鑾,27,金,(난)방울,火
란,鸞,30,火,방울,火
란,斕,21,木,(난)문채,火
란,欗,25,木,(난)목란,火
란,攔,21,木,(난)막을,火
란,灓,23,水,"(난)새어흐를, 적실",火
란,襴,23,木,(난)난삼,火
란,闌,17,木,(난)가로막을,火
란,嬾,19,土,(난)게으를,火
란,幱,20,木,"(난)내리닫이, 난삼",火
란,丹,4,火,"붉을, 정성",火
란,卵,7,水,"알, 기를",火
란,亂,13,木,어지러울,火
란,蘭,23,木,"난초, 목련꽃",火
란,欄,21,木,목란,火
랄,辣,14,金,매울,火
랄,剌,9,金,어그러질,火
랄,捋,11,木,(날)어루만질,火
랄,辢,14,金,(날)매울,火
람,㛦,11,土,예쁜 모양,火
람,婪,11,土,(남)탐할,火
람,漤,15,水,(남)과실장아찌,火
람,爁,18,火,(남)불 번질,火
람,璼,19,金,(남)옥 이름,火
람,覽,21,火,"보살필, 두루볼",火
람,藍,20,木,"쪽, 남루할",火
람,籃,20,木,바구니,火
람,濫,18,水,"넘칠, 번질",火
람,嵐,12,土,"산이름, 산바람",火
람,欖,25,木,감람나무,火
람,纜,27,木,닻줄,火
람,擥,18,木,"잡을, 모을",火
람,攬,25,木,"잡을, 모을",火
람,襤,21,木,누더기,火
람,惏,12,火,(남)탐낼,火
랍,拉,9,木,"꺾을, 데려갈",火
랍,臘,21,水,납향,火
랍,蠟,21,水,밀초,火
랍,鑞,23,金,(납)땜납,火
랑,㫰,11,火,"밝을, 햇별",火
랑,廊,13,木,"행랑, 복도",火
랑,琅,12,金,"옥이름, 푸른산호",火
랑,瑯,15,金,"고을이름, 옥이름",火
랑,榔,14,木,(낭)나무이름,火
랑,㢃,10,木,(낭)높을,火
랑,閬,15,木,(낭)솟을대문,火
랑,硠,12,金,(낭)돌 부딪는 소리,火
랑,稂,12,木,(낭)강아지풀,火
랑,莨,13,木,"(낭)수크령, 조",火
랑,蜋,13,水,(낭)사마귀,火
랑,駺,17,火,(낭)꼬리 흰,火
랑,狼,11,土,"이리, 짐승이름",火
랑,螂,16,水,사마귀,火
랑,浪,11,水,"姓,물결,파도",火
랑,烺,11,火,빛 밝을,火
랑,郞,14,土,"사내, 남편",火
랑,朗,11,水,"밝을, 맑을",火
래,來,8,火,"올, 부를",火
래,来,7,木,"올, 부를",火
래,崍,11,土,산이름,火
래,萊,14,木,"명아주, 묵정밭",火
래,徠,11,火,"올, 위로할",火
래,𧼛,15,火,이를,火
래,淶,12,水,(내)강이름,火
래,騋,18,火,(내)큰말,火
래,唻,11,水,(내)노래하는 소리,火
랭,冷,7,水,"찰, 맑을",火
략,略,11,土,"간략할, 다스릴",火
략,掠,12,木,노략질할,火
략,畧,11,土,(약)다스릴,火
량,俍,9,火,"(양)좋을, 어질",火
량,駺,17,火,(낭)꼬리 흰말,火
량,喨,12,水,(양)소리가 맑을,火
량,悢,11,火,(양)슬퍼할,火
량,踉,14,土,(양)뛸,火
량,魎,18,火,(양)도깨비,火
량,良,7,土,"착할, 어질",火
량,兩,8,土,"둘, 짝",火
량,量,12,土,"헤아릴, 좋을",火
량,凉,10,水,"서늘할, 도울",火
량,梁,11,木,"姓,들보,다리",火
량,椋,12,木,박달나무,火
량,粮,13,木,양식,火
량,輛,15,火,"수레, 단위",火
량,涼,12,水,"서늘할, 도울",火
량,糧,18,木,양식,火
량,諒,15,金,"믿을, 어질",火
량,倆,10,火,"재주, 솜씨",火
량,亮,9,火,"밝을, 도울",火
량,樑,15,木,"대들보, 굳셀",火
량,粱,13,木,"기장, 기장밥",火
려,旅,10,土,"나그네, 함께",火
려,麗,19,土,"우아할, 짝",火
려,慮,15,火,"생각, 의심할",火
려,勵,17,土,"힘쓸, 권할",火
려,呂,7,水,"姓,땅이름",火
려,侶,9,火,"벗할, 동행할",火
려,黎,15,木,"검을, 무리",火
려,閭,15,木,마을 문,火
려,儷,21,火,"짝, 부부",火
려,廬,19,木,"오두막집, 주막",火
려,櫚,19,木,종려나무,火
려,濾,20,水,"거를, 씻을",火
려,藜,21,木,나라이름,火
려,曞,19,火,(여)햇살 퍼질,火
려,礪,20,金,거친 숫돌,火
려,蠣,21,水,굴,火
려,驢,26,火,"나귀, 당나귀",火
려,驪,29,火,"검을, 나라이름",火
려,戾,8,金,"어그러질, 벗어날",火
려,儢,17,火,(여)힘쓰지 않을,火
려,厲,15,土,(여)같다,火
려,唳,11,水,"(여)울, 새소리",火
려,梠,11,木,(여)평고대,火
려,癘,18,水,"(여)창병, 염병",火
려,糲,21,木,(여)현미,火
려,膂,16,水,(여)등골뼈,火
려,臚,22,水,(여)살갗,火
려,蠡,21,水,(여)좀 먹을,火
려,邌,22,土,(여)천천히 갈,火
려,鑢,23,金,(여)쇠줄,火
력,靂,24,水,"벼락, 천둥",火
력,攊,20,木,"(역)칠, 때릴",火
력,櫟,19,木,(역)상수리나무,火
력,櫪,20,木,(역)말구유,火
력,癧,21,水,(역)연주창,火
력,轣,23,火,(역)갈을 물레,火
력,酈,26,土,(역)땅 이름,火
력,力,2,土,"힘, 힘쓸",火
력,歷,16,土,"지날, 겪은 일",火
력,曆,16,火,"책력, 셀",火
력,瀝,20,水,"거를, 받칠",火
력,礫,20,金,조약돌,火
력,轢,22,火,"삐걱거릴, 칠",火
련,連,14,土,"맺을, 연결할",火
련,練,15,木,"단련할, 익힐",火
련,鍊,17,金,"불릴, 단련할",火
련,聯,17,火,"잇닿을, 연결할",火
련,孌,22,土,아름다울,火
련,戀,23,火,"사모할, 그리움",火
련,蓮,17,木,"연밥, 연꽃",火
련,煉,13,火,"불릴, 구울",火
련,璉,16,金,"호련, 이을",火
련,攣,23,木,"걸릴, 이어질",火
련,漣,15,水,물놀이,火
련,輦,15,火,"손수레, 나를",火
련,𨏶,26,火,이을,火
련,奱,22,木,(연)이룰,火
련,楝,13,木,(연)멀 구슬나무,火
련,湅,13,水,"(연)익힐, 단련할",火
련,臠,25,水,(연)저민 고기,火
련,鏈,19,金,(연)쇠사슬,火
련,鰊,20,水,(연)청어,火
련,鰱,22,水,(연)연어,火
련,憐,16,火,"불쌍할, 가엾을",火
렬,列,6,金,"줄, 항렬",火
렬,烈,10,火,"빛날, 매울",火
렬,洌,10,水,"맑을, 물이름",火
렬,冽,8,水,찰,火
렬,裂,12,木,"찢을, 무너질",火
렬,劣,6,土,"못할, 적을",火
렬,挒,10,木,(열)비틀,火
렬,捩,12,木,"(열)비틀, 꺽을",火
렬,颲,15,木,(열)사나운 바람,火
렴,瀲,21,水,(염)넘칠,火
렴,磏,15,金,(염)거친 숫돌,火
렴,廉,13,木,"姓,맑을,청렴할",火
렴,濂,17,水,"姓,시내이름,싱거울",火
렴,簾,19,木,"발, 주렴",火
렴,斂,17,金,"姓,거둘,저장할",火
렴,殮,17,水,"염할, 빈소할",火
렵,獵,19,土,"사냥, 사로잡을",火
렵,躐,22,土,(엽)밝을,火
렵,鬣,25,火,"(엽)갈기, 수염",火
령,伶,7,火,영리할,火
령,昤,9,火,날빛영롱할,火
령,玲,10,金,옥소리,火
령,姈,8,土,계집 슬기로울,火
령,怜,9,火,"영리할, 지혜로울",火
령,泠,9,水,"맑을, 깨우칠",火
령,令,5,火,"하여금, 가령",火
령,呤,8,水,(영)속삭일,火
령,岭,8,土,(영)고개,火
령,領,14,火,"옷깃, 거느릴",火
령,嶺,17,土,"고개, 산길",火
령,零,13,水,"떨어질, 이슬비",火
령,澪,17,水,물이름,火
령,靈,24,水,"姓,신령,영혼",火
령,鈴,13,金,방울,火
령,齡,20,金,(영)나이,火
령,岺,8,土,(영)고개,火
령,笭,11,木,원추리,火
령,羚,11,土,영양,火
령,翎,11,火,깃,火
령,逞,14,土,"굳셀, 즐거울",火
령,朎,9,水,(영)달빛 영롱할,火
령,聆,11,火,"들을, 좇을",火
령,另,5,水,(영)헤러질,火
령,欞,28,木,"(영)격자창, 처마",火
령,秢,10,木,(영)벼 처음 익을,火
령,苓,11,木,(영)도꼬마리,火
령,蛉,11,水,(영)잠자리,火
령,軨,12,火,(영)사냥 수레,火
