KoreanPronunciation,Hanja,Strokes,Meaning,Element,SoundElement
참,慙,15,부끄러울,火,金
참,慘,15,"참혹할, 슬플",火,金
참,僭,14,"찰람할, 범할",火,金
참,塹,14,구덩이팔,土,金
참,憯,16,"슬퍼할, 참혹할",火,金
참,懺,21,뉘우칠,火,金
참,斬,11,"벨, 끊어질",金,金
참,站,10,우두커니 설,金,金
참,讒,24,"참소할, 해칠",金,金
참,讖,24,"뉘우칠, 비결",金,金
참,儳,19,어긋날,火,金
참,嶄,14,가파를,土,金
참,巉,20,가파를,土,金
참,攙,21,찌를,木,金
참,槧,15,판,木,金
참,欃,21,살별 이름,木,金
참,毚,17,약은 토끼,火,金
참,譖,19,참소할,金,金
창,昌,8,"姓,창성할,착할",火,金
창,昶,9,"밝을, 통할",火,金
창,彰,14,"밝을, 뚜렷할",火,金
창,敞,12,"높을, 드러날",金,金
창,蒼,16,"푸를, 무성할",木,金
창,滄,14,"강이름, 싸늘할",水,金
창,暢,14,"펼, 통할",火,金
창,唱,11,"노래할, 인도할",水,金
창,窓,11,"창, 굴뚝",水,金
창,菖,14,창포,木,金
창,淐,12,물 이름,水,金
창,淌,12,큰 물결,水,金
창,晿,12,사람이름,火,金
창,艙,16,"선창, 선실",木,金
창,倉,10,"姓,창고,곳집",火,金
창,創,12,"비롯할, 만들",金,金
창,鶬,21,재두루미,火,金
창,倡,10,"기생, 가무",火,金
창,娼,11,창녀,土,金
창,愴,14,"슬퍼할, 어지러울",火,金
창,凔,12,차다,水,金
창,瑲,15,옥소리,金,金
창,窗,12,창문,水,金
창,蹌,17,추창할,土,金
창,鋹,16,날카로울,金,金
창,閶,16,문,木,金
창,廠,15,"헛간, 곳집",木,金
창,槍,14,"창, 어지럽힐",木,金
창,漲,15,"물 부를, 가릴",水,金
창,猖,12,"어지러울, 날뛸",土,金
창,瘡,15,"부스럼, 종기",水,金
창,脹,14,"배부를, 창자",水,金
창,倀,10,미칠,火,金
창,傖,12,천할,火,金
창,刱,8,"비롯할, 다칠",金,金
창,悵,12,원망할,火,金
창,惝,11,경황없을,火,金
창,戧,14,"비롯할, 다칠",金,金
창,搶,14,부딪칠,木,金
창,氅,16,새털,火,金
창,鬯,10,술 이름,水,金
채,采,8,"姓,캘,선택할",木,金
채,彩,11,"채색, 빛날",火,金
채,菜,14,"姓,나물,반찬",木,金
채,採,12,"가려낼, 캘",木,金
채,埰,11,"영지, 무덤",土,金
채,婇,11,여자이름,土,金
채,琗,13,빛날,金,金
채,砦,10,울타리,金,金
채,釵,11,"비녀, 인동덩굴",金,金
채,棌,12,"참나무, 원목",木,金
채,睬,13,주목할,木,金
채,寀,11,"동관, 녹봉",木,金
채,蔡,17,"거북, 채나라",木,金
채,綵,14,"비단, 무늬",木,金
채,寨,14,울타리,木,金
채,責,11,(책)꾸짖을,金,金
채,債,13,"빚, 빚질, 빌릴",火,金
채,茝,12,어수리,木,金
책,責,11,"꾸짖을, 책임",金,金
책,策,12,"꾀, 채찍",木,金
책,柵,9,"목책, 잔교",木,金
책,册,5,"책, 문서",木,金
책,册,5,"책, 문서",木,金
책,笧,11,책,木,金
책,簀,17,살평상,木,金
책,蚱,11,메뚜기,水,金
책,嘖,14,들렐,水,金
책,幘,14,머리쓰개,木,金
책,磔,15,찢을,金,金
처,妻,8,아내,土,金
처,處,11,"살, 곳",土,金
처,萋,14,우거질,木,金
처,郪,15,땅이름,土,金
처,悽,12,"슬플, 아플",火,金
처,凄,10,"쓸쓸할, 차가울",水,金
처,淒,13,쓸쓸할,水,金
처,覰,18,엿볼,火,金
척,尺,4,"자, 법도",木,金
척,斥,5,"물리칠, 지적할",金,金
척,戚,11,"겨레, 도끼",金,金
척,坧,8,"기지, 터",土,金
척,倜,10,"대범할, 뛰어날",火,金
척,滌,15,"씻을, 헹굴",水,金
척,墌,14,터,土,金
척,隻,10,"새한마리, 한쪽",火,金
척,擲,19,"던질, 버릴",木,金
척,拓,9,"주울, 부러뜨릴",木,金
척,塉,13,메마른 땅,土,金
척,惕,12,두려워할,火,金
척,捗,10,(보)칠,木,金
척,摭,15,(석)주울,木,金
척,蜴,14,도마뱀,水,金
척,跖,12,밟을,土,金
척,躑,22,머뭇거릴,土,金
척,剔,10,"뼈바를, 깎을",金,金
척,慽,15,"근심할, 슬플",火,金
척,慼,15,근심할,火,金
척,瘠,15,"여윌, 파리할",水,金
척,陟,15,"오늘, 나아갈",土,金
척,脊,12,등뼈,水,金
척,蹠,18,"밟을, 나아갈",土,金
척,刺,8,"찌를, 가시",金,金
천,荐,12,천거할,木,金
천,蒨,16,꼭두서니,木,金
천,蕆,18,신칙할,木,金
천,辿,10,천천히 걸을,土,金
천,靝,18,하늘,木,金
천,踐,15,"밟을, 실천할",土,金
천,舛,6,"어그러질, 어수선할",木,金
천,喘,12,"헐떡거릴, 숨",水,金
천,擅,17,"멋대로, 맘대로",木,金
천,淺,12,"얕을, 옅을",水,金
천,賤,15,"천할, 흔할",金,金
천,遷,19,"옮길, 바뀔",土,金
천,俴,10,얕을,火,金
천,靝,14,등질,火,金
천,儃,15,머뭇거릴,火,金
천,濺,19,흩뿌릴,水,金
천,千,3,"일천, 많을",水,金
천,天,4,"하늘, 주물주",火,金
천,川,3,"내, 굴",水,金
천,泉,9,샘,水,金
천,仟,5,일천,火,金
천,阡,11,"언덕, 두렁길",火,金
천,茜,12,꼭두서니,木,金
천,薦,19,천거할,木,金
천,玔,8,"옥고리, 옥팔지",金,金
천,闡,20,"열, 넓힐",木,金
천,韆,24,그네,金,金
천,穿,9,"뚫을, 구멍",水,金
천,釧,11,팔찌,金,金
천,倩,10,"예쁠, 사위",火,金
천,洊,10,이를,水,金
천,祆,9,(현)하늘,木,金
천,臶,12,거듭,土,金
천,芊,9,우거질,木,金
철,哲,10,"밝을, 슬기로울",水,金
철,悊,11,공경할,火,金
철,喆,12,哲의 俗字,水,金
철,澈,16,물맑을,水,金
철,徹,15,"통할, 환할",火,金
철,撤,16,"걷을, 치울",木,金
철,瞮,17,눈 밝을,木,金
철,鐵,21,"검은 쇠, 단단할",金,金
철,銕,14,쇠,金,金
철,鉄,13,검은 쇠,金,金
철,綴,14,"맺을, 잇댈",木,金
철,凸,5,볼록할,水,金
철,悊,11,밝을,火,金
철,掇,12,주울,木,金
철,歠,19,들이마실,火,金
철,錣,16,바늘,金,金
철,飻,14,탐할,水,金
철,餮,18,탐할,水,金
철,轍,19,"바퀴자국, 흔적",火,金
철,輟,15,"그칠, 꿰맬",火,金
철,剟,10,깎을,金,金
철,啜,11,먹을,水,金
철,惙,12,근심할,火,金
첨,添,12,"더할, 덧붙일",水,金
첨,僉,13,"여럿, 고를",火,金
첨,沾,9,"더할, 첨가할",水,金
첨,甛,11,甜의 俗子,土,金
첨,甜,11,"달, 기분 좋을",土,金
첨,詹,13,"이를, 도달할",金,金
첨,簽,19,"쪽지, 서명할",木,金
첨,尖,6,뾰족할,金,金
첨,幨,16,수레휘장,木,金
첨,檐,18,처마,木,金
첨,櫼,21,쐐기,木,金
첨,瀸,21,건수,水,金
첨,簷,19,처마,木,金
첨,襜,18,수레휘장,木,金
첨,瞻,18,"쳐다볼, 우러러볼",木,金
첨,籤,23,"제비, 시험할",木,金
첨,諂,15,아첨할,金,金
첨,忝,8,더럽힐,火,金
첨,惉,12,가락 어지러울,火,金
첩,帖,8,"표제, 문서",木,金
첩,捷,12,"이길, 첩서",木,金
첩,牒,13,"글씨판, 계보",木,金
첩,倢,10,빠를,火,金
첩,怗,9,고요할,火,金
첩,褺,17,겹옷,木,金
첩,堞,12,성가퀴,土,金
첩,疊,22,"겹칠, 포갤",土,金
첩,睫,13,속눈썹,木,金
첩,諜,16,"염탐할, 안심할",金,金
첩,貼,12,"붙을, 접근할",金,金
첩,輒,14,"문득, 갑자기",火,金
첩,妾,8,"첩, 계집종",土,金
첩,呫,8,맛볼,水,金
첩,喋,12,재재거릴,水,金
청,蜻,14,잠자리,水,金
청,鶄,19,푸른백로,火,金
청,靑,8,"푸를, 젊을",木,金
청,淸,12,"맑을, 선명할 (清과 同字)",水,金
청,晴,12,갤,火,金
청,請,15,"청할, 뵈올",金,金
청,聽,22,"들을, 받들",火,金
청,廳,25,"관청, 대청",木,金
청,婧,11,(정)날씬한,土,金
청,菁,14,"우거질, 화려할",木,金
청,鯖,19,청어,水,金
청,凊,10,서늘할,水,金
청,圊,11,뒷간,水,金
체,體,23,"몸, 사지, 모양",金,金
체,替,12,쇠퇴할,火,金
체,締,15,"맺을, 연결할",木,金
체,諟,16,"바른말, 생각",金,金
체,諦,16,"살필, 조사할",金,金
체,棣,12,산 앵두나무,木,金
체,玼,11,깨끗할,金,金
체,砌,9,섬돌,金,金
체,蒂,15,꼭지,木,金
체,遞,17,"갈아들, 교대로",土,金
체,切,4,"온통, 절(끊을)",金,金
체,剃,9,머리 깎을,金,金
체,涕,11,"눈물, 울",水,金
체,滯,15,"막힐, 빠질",水,金
체,逮,15,"이를, 잡을",土,金
체,彘,12,돼지,水,金
체,殢,15,(혜)나른할,水,金
체,髢,15,머리깎을,火,金
체,蔕,17,꼭지,木,金
체,靆,24,구름낄,水,金
초,貂,12,담비,水,金
초,酢,12,"초, 신맛 나는",金,金
초,梢,11,"나무끝, 꼬리",木,金
초,炒,8,"볶을, 시끄러울",火,金
초,礁,17,물잠긴 바위,金,金
초,秒,9,"초, 미묘할",木,金
초,醋,15,"초, 식초",金,金
초,僬,14,밝게 볼,火,金
초,嶕,15,높을,土,金
초,杪,8,나무끝,木,金
초,燋,16,그을릴,火,金
초,綃,13,생사,木,金
초,耖,10,써레,木,金
초,誚,14,꾸짖을,金,金
초,譙,19,꾸짖을,金,金
초,趠,15,넘을,火,金
초,軺,12,수레이름,火,金
초,迢,13,멀,土,金
초,鍬,17,가래,金,金
초,鍫,17,가래,金,金
초,鞘,16,칼집,金,金
초,初,7,"姓,처음,비롯할",金,金
초,草,12,"풀, 초원",木,金
초,艸,6,풀,木,金
초,肖,9,"姓,닮을,본받을",水,金
초,岧,8,높을,土,金
초,釥,11,아름다울,金,金
초,硝,12,"초석, 유리",金,金
초,超,12,"뛰어넘을, 지나갈",火,金
초,抄,8,"가릴, 베낄",木,金
초,礎,18,주춧돌,金,金
초,樵,16,"땔나무, 나무할",木,金
초,俏,9,닮을,火,金
초,𪓐,23,오색빛,木,金
초,焦,12,"그을릴, 땔",火,金
초,蕉,18,"파초, 땔나무",木,金
초,楚,13,"姓,모형(牡荊),가시나무",木,金
초,招,9,"부를, 손짓할",木,金
초,椒,12,"산초나무, 향기로울",木,金
초,稍,12,"볏줄기끝, 작을",木,金
초,苕,11,갈대이삭,木,金
초,顦,21,야윌,火,金
초,髫,15,늘어뜨린 머리,火,金
초,鷦,23,뱁새,火,金
초,妱,8,여자이름,土,金
초,齠,20,이갈,金,金
초,剿,13,"노곤할, 괴로워할",金,金
초,哨,10,"망볼, 작을",水,金
초,憔,16,"수척할, 애태울",火,金
초,醮,19,제사지낼,金,金
초,偢,11,인정없을,火,金
초,勦,13,노곤할,金,金
초,噍,15,지저귈,水,金
초,嫶,15,야윌,土,金
초,峭,10,가파를,土,金
초,怊,9,슬퍼할,火,金
초,悄,11,근심할,火,金
초,愀,13,(추)근심할,火,金
초,鈔,12,노략질할,金,金
촉,燭,17,"姓,촛불,등불",火,金
촉,蜀,13,나라이름,水,金
촉,曯,25,비출,火,金
촉,爥,25,촛불,火,金
촉,矚,26,볼,木,金
촉,薥,19,접시꽃,木,金
촉,躅,20,머뭇거릴,土,金
촉,髑,23,해골,金,金
촉,觸,20,"닿을, 범할",木,金
촉,促,9,"재촉할, 다가올",火,金
촉,囑,24,"부탁할, 맡길",水,金
촉,矗,24,"우거질, 무성할",木,金
촌,寸,3,"마디, 헤아릴",木,金
촌,村,7,"마을, 시골",木,金
촌,忖,7,"헤아릴, 쪼갤",火,金
촌,邨,11,마을,土,金
촌,吋,6,마디,水,金
총,聰,17,"귀밝을, 민첩할",火,金
총,聡,14,귀밝을,火,金
총,摠,15,거느릴,木,金
총,総,14,"거느릴, 합할",木,金
총,蔥,17,"파,부들",木,金
총,總,17,"거느릴, 합할",木,金
총,寵,19,"사랑할, 은혜",木,金
총,叢,18,"모일, 번잡할",水,金
총,銃,14,총,金,金
총,悤,11,"바쁠, 급할",火,金
총,憁,15,바쁠,火,金
총,葱,15,파,木,金
총,蓯,17,우거질,木,金
총,鏦,19,창,金,金
총,驄,21,총이말,火,金
총,塚,13,"무덤, 산꼭대기",土,金
총,冢,10,무덤,木,金
촬,撮,16,"취할, 모을",木,金
최,脧,13,불알,水,金
최,最,12,"가장, 극진할",火,金
최,催,13,"재촉할, 일어날",火,金
최,崔,11,"姓,높을",土,金
최,嘬,15,물,水,金
최,摧,15,꺾을,木,金
최,榱,14,서까래,木,金
최,漼,15,깊을,水,金
최,璀,16,빛날,金,金
최,磪,16,높을,金,金
최,縗,16,상복이름,木,金
추,秋,9,"姓,가을,결실",木,金
추,追,13,"쫓을, 따를",土,金
추,推,12,"천거할, 받들",木,金
추,楸,13,"가래나무, 개오동",木,金
추,樞,15,문지도리,木,金
추,鄒,17,나라이름,土,金
추,錘,16,"저울눈, 마치",金,金
추,湫,13,"다할, 바닥날",水,金
추,椎,12,"몽치, 망치",木,金
추,皺,15,주름,金,金
추,芻,10,"꼴, 말린풀",木,金
추,萩,15,사철쑥,木,金
추,諏,15,"꾀할, 물을",金,金
추,趨,17,"달릴, 빨리갈",土,金
추,酋,9,"묵은술, 숙성할",金,金
추,鎚,18,"쇠망치, 칠",金,金
추,僦,14,품삯,火,金
추,啾,12,소리,水,金
추,娵,11,별이름,土,金
추,帚,8,빗자루,木,金
추,騶,20,"기사, 승마",火,金
추,鰌,20,미꾸라지,水,金
추,鰍,20,미꾸라지,水,金
추,惆,12,실심할,火,金
추,捶,12,때릴,木,金
추,箠,14,채찍,木,金
추,縋,16,매달,木,金
추,縐,16,주름질,木,金
추,揫,13,모을,木,金
추,搥,14,칠,木,金
추,甃,14,벽돌,土,金
추,瘳,16,나을,水,金
추,簉,17,버금자리,木,金
추,蒭,16,꼴,木,金
추,陬,16,"구석, 모퉁이",土,金
추,隹,8,새,火,金
추,鞦,18,밀치,金,金
추,騅,18,오추마,火,金
추,魋,18,몽치머리,火,金
추,鵻,19,비둘기,火,金
추,鶖,20,무수리,火,金
추,鶵,21,난새,火,金
추,麤,33,거칠,土,金
추,龝,21,가을,木,金
추,錐,16,"송곳, 바늘",金,金
추,抽,9,"뽑을, 뺄",木,金
추,醜,17,"추할, 미워할",金,金
추,墜,15,"떨어질, 잃을",土,金
추,雛,18,"병아리, 큰새",火,金
축,蓄,16,"쌓을, 모을",木,金
축,丑,4,"소, 축시",土,金
축,祝,10,"빌, 기원할",金,金
축,畜,10,"쌓을, 모을",土,金
축,竺,8,"대나무, 나라이름",木,金
축,筑,12,악기이름,木,金
축,蹙,18,"대어들, 쫓을",土,金
축,蹴,19,"찰, 밟을",土,金
축,築,16,"쌓을, 집지을",木,金
축,逐,14,"쫓을, 물리칠",土,金
축,縮,17,"다스릴, 옳을",木,金
축,軸,12,굴대,火,金
축,妯,8,동서,土,金
축,舳,11,고물,木,金
축,豖,8,발얽은 돼지걸음,水,金
축,蹜,18,종종걸음칠,土,金
축,鼀,18,두꺼비,土,金
춘,春,9,"봄, 화활",火,金
춘,椿,13,"姓,참죽나무",木,金
춘,瑃,14,옥이름,金,金
춘,賰,16,넉넉할,金,金
출,出,5,"날, 낳을",土,金
출,朮,5,차조,木,金
출,秫,10,차조,木,金
출,黜,17,"물리칠, 물러날",水,金
충,忡,8,근심할,火,金
충,充,5,"가득할, 채울",木,金
충,忠,8,"충성, 곧을",火,金
충,珫,11,귀고리,金,金
충,沖,8,"빌, 공허할",水,金
충,冲,6,"빌, 공허할",水,金
충,衷,10,"속마음, 가운데",木,金
충,蟲,18,벌레,水,金
충,虫,6,벌레,水,金
충,衝,15,"찌를, 향할",火,金
췌,萃,14,"모일, 이를",木,金
췌,揣,13,헤아릴,木,金
췌,膵,18,췌장,水,金
췌,悴,12,"파리할, 근심할",火,金
췌,贅,18,"혹, 군더더기",金,金
췌,惴,13,두려워할,火,金
췌,瘁,13,병들,水,金
췌,顇,17,야윌,火,金
취,取,8,"취할, 도울",水,金
취,㷂,12,밝을,火,金
취,就,12,"이룰, 나아갈",土,金
취,翠,14,"물총새(암컷), 비취색",火,金
취,聚,14,"모일, 무리",火,金
취,炊,8,불땔,火,金
취,冣,10,모을,木,金
취,趣,15,"날아갈, 주장할",火,金
취,娶,11,장가들,土,金
취,驟,24,"달릴, 신속할",火,金
취,鷲,23,독수리,火,金
취,吹,7,"불, 부추길",火,金
취,臭,10,"냄새, 썩을",水,金
취,醉,15,술취할,金,金
취,橇,16,썰매,木,金
취,毳,12,솜털,火,金
취,嘴,15,"부리, 주둥이",水,金
취,脆,12,"무를, 약할",水,金
측,測,13,"헤아릴, 잴",水,金
측,側,11,"곁, 옆",火,金
측,仄,4,"기울, 우뚝 솟을",火,金
측,廁,11,"뒷간, 기울, 섞일",木,金
측,惻,13,슬퍼할,火,金
측,昃,8,기울,火,金
층,層,15,"계단, 층",木,金
치,穉,16,"어린 벼, 늦을",木,金
치,輜,17,짐수레,火,金
치,淄,12,검은빛,水,金
치,緇,14,"검은 비단, 승복",木,金
치,蚩,10,어리석을,水,金
치,齒,15,"나이, 이",金,金
치,値,10,"값, 가치",火,金
치,置,14,"둘, 버릴, 베풀",木,金
치,熾,16,"성할, 기세 왕할",火,金
치,卮,5,잔,土,金
치,寘,13,둘,木,金
치,畤,11,제사터,土,金
치,痓,11,악할,水,金
치,絺,13,칡베,木,金
치,菑,14,묵정밭,木,金
치,薙,19,어린대나무,木,金
치,褫,16,빼앗을,木,金
치,豸,7,벌레,水,金
치,跱,13,그칠,土,金
치,錙,16,저울눈,金,金
치,阤,11,(타)무너질,土,金
치,治,9,"다스릴, 다듬을",水,金
치,致,10,"이를, 다할",土,金
치,稚,13,"어린 벼, 늦을",木,金
치,峙,9,"언덕, 우뚝솟을",土,金
치,雉,13,"꿩, 폐백",火,金
치,馳,13,"달릴, 쫓을",火,金
치,幟,15,"표기(標旗), 표적",木,金
치,梔,11,치자나무,木,金
치,鯔,19,숭어,水,金
치,鴟,16,올빼미,火,金
치,鴙,16,꿩,火,金
치,鵄,17,올빼미,火,金
치,侈,8,"사치할, 거만할",火,金
치,嗤,13,"웃을, 비웃을",水,金
치,痔,11,치질,水,金
치,癡,19,어리석을,水,金
치,痴,13,어리석을,水,金
치,緻,16,"밸, 꿰맬",木,金
치,恥,10,"부끄러울, 욕될",火,金
치,哆,9,입 딱벌릴,水,金
칙,則,9,"법칙, 본받을",金,金
칙,勅,9,"조서, 타이를",土,金
칙,飭,13,"경계할, 정비할",水,金
칙,敕,11,칙서,金,金
친,親,16,"일가, 몸소",火,金
친,櫬,20,무궁화나무,木,金
친,襯,22,속옷,木,金
칠,柒,9,"옻나무, 옻칠",木,金
칠,七,7,일곱,金,金
칠,漆,15,옻칠할,水,金
침,琛,13,보배,金,金
침,砧,10,다듬잇돌,金,金
침,郴,15,고을이름,土,金
침,鍼,17,"침놓을, 경계할",金,金
침,針,10,"침, 바늘",金,金
침,浸,11,"담글, 잠길",水,金
침,棽,12,무성할,木,金
침,寢,14,"방, 잠잘",木,金
침,忱,8,정성,火,金
침,椹,13,"모탕, 과녁",木,金
침,駸,17,달릴,火,金
침,沈,8,"잠길, 가라앉을",水,金
침,枕,8,"베개, 잠잘",木,金
침,侵,9,"범할, 침노할",火,金
침,寖,13,잠길,木,金
칩,蟄,17,"동면할, 숨을",水,金
칭,稱,14,"일컬을, 칭찬할",木,金
칭,秤,10,저울,木,金
쾌,快,8,"쾌할, 상쾌할",火,木
쾌,夬,4,"쾌이름, 터놓을",木,木
쾌,噲,16,목구멍,水,木
타,鴕,16,타조,火,火
타,鼉,25,악어,土,火
타,駄,13,"태울, 실을",火,火
타,駝,15,"낙타, 타조",火,火
타,咤,9,"꾸짖을, 슬퍼할",水,火
타,唾,11,침뱉을,水,火
타,惰,13,"게으를, 소홀할",火,火
타,陀,13,"비탈집, 험할",土,火
타,他,5,"남, 누구",火,火
타,打,6,"칠, 때릴",木,火
타,妥,7,"온당할, 편히 앉을",土,火
타,墮,15,"떨어질, 잃을",土,火
타,拖,9,"끌, 풀어놓을",木,火
타,朶,6,늘어질,木,火
타,楕,13,길쭉할,木,火
타,橢,16,길쭉할,木,火
타,舵,11,키,木,火
타,佗,7,"다를, 편안할",火,火
타,坨,8,비탈질,土,火
타,拕,9,"끌, 당길",木,火
타,柁,9,키(배의 키),木,火
타,沱,9,물이름,水,火
타,詑,12,속일,金,火
타,詫,13,속일,金,火
타,跎,12,헛디딜,土,火
타,躱,13,감출,火,火
타,駞,15,곱사등이,火,火
타,鮀,16,모래무지,水,火
탁,柝,9,"열, 펼칠",木,火
탁,卓,8,"姓,높을,뛰어날",木,火
탁,倬,10,"클, 환할",火,火
탁,琸,13,사람이름,金,火
탁,晫,12,"환할, 밝을",火,火
탁,託,10,"부탁할, 맡길",金,火
탁,度,9,"헤아릴, 법도",木,火
탁,琢,13,"다듬을, 쫄",金,火
탁,踔,15,뛰어날,土,火
탁,橐,16,"전대, 풀무",木,火
탁,拓,9,"밀칠,넓힐",木,火
탁,鐸,21,"목탕, 방울",金,火
탁,托,7,"밀, 밀어서 열",木,火
탁,濯,18,"씻을, 빛날",水,火
탁,矺,8,나무이름,金,火
탁,籜,22,대껍질,木,火
탁,蘀,22,낙엽,木,火
탁,逴,15,멀,土,火
탁,啄,11,"쫄, 두드릴",水,火
탁,坼,8,"터질, 펴질",土,火
탁,擢,18,"뽑을, 제거할",木,火
탁,濁,17,"흐릴, 물이름",水,火
탁,拆,9,터질,木,火
탁,沰,9,떨어뜨릴,水,火
탁,涿,12,칠,水,火
탄,彈,15,탄알,金,火
탄,嘆,14,"탄식할, 한숨쉴",水,火
탄,憚,16,"꺼릴, 협박할",火,火
탄,綻,14,터질,木,火
탄,殫,16,다할,水,火
탄,癱,24,중풍,水,火
탄,驒,22,엽전,火,火
탄,坦,8,"너그러울, 평평할",土,火
탄,誕,14,"태어날, 기를",金,火
탄,炭,9,"불똥, 숯",火,火
탄,暺,16,밝을,火,火
탄,憻,17,평탄할,火,火
탄,攤,22,펼칠,木,火
탄,呑,7,"감출, 삼킬",水,火
탄,灘,23,"여울, 물가",水,火
탄,歎,15,"한숨쉴, 감탄할",金,火
탈,脫,13,벗을,水,火
탈,奪,14,"잃어버릴, 빼앗길",木,火
탈,侻,9,가벼울,火,火
탐,耽,10,"즐길, 누릴",火,火
탐,探,12,"찾을, 정탐",木,火
탐,貪,11,"탐할, 욕심낼",金,火
탐,眈,9,노려볼,木,火
탐,嗿,14,"많을, 소리",水,火
탐,忐,7,맘 허할,火,火
탐,酖,11,즐길,金,火
탑,塔,13,"탑, 절",土,火
탑,榻,14,걸상,木,火
탑,傝,12,나쁠,火,火
탑,塌,13,떨어질,土,火
탑,搨,13,베낄,木,火
탕,湯,13,"姓,물끓일",水,火
탕,帑,8,"금고, 새꼬리",木,火
탕,燙,16,데울,火,火
탕,盪,17,씻을,土,火
탕,碭,14,무늬있는 돌,金,火
탕,蘯,23,쓸,木,火
탕,糖,16,"(당)사탕, 엿",木,火
탕,蕩,18,씻어버릴,木,火
탕,宕,8,방탕할,木,火
태,脫,13,기뻐할,水,火
태,埭,11,둑,土,火
태,怠,9,"게으를, 느릴",火,火
태,殆,9,위태로울,水,火
태,汰,8,"사치할, 흐릴",水,火
태,苔,11,이끼,木,火
태,笞,11,볼기칠,木,火
태,跆,12,"밝을, 유린할",土,火
태,颱,14,태풍,木,火
태,孡,8,아이 밸,水,火
태,駘,15,둔마,火,火
태,鮐,16,"복, 복어",水,火
태,太,4,클,木,火
태,泰,9,"姓,클,넉넉할",水,火
태,兌,7,"바꿀, 기쁠",金,火
태,台,5,"姓,별,기를",水,火
태,胎,11,아이 밸,水,火
태,邰,12,태나라,土,火
태,鈦,12,티타늄(금속원소),金,火
태,態,14,"태도, 모양",火,火
태,珆,10,용무늬,金,火
태,娧,10,"더딜, 기쁠",土,火
태,迨,12,"이를, 바랄",土,火
택,宅,6,"집, 정할",木,火
택,澤,17,"姓,윤택할,덕택",水,火
택,擇,17,"가릴, 고를",木,火
택,垞,9,언덕,土,火
탱,撑,16,버팀목,木,火
탱,撐,16,버틸,木,火
탱,牚,12,버틸,金,火
터,攄,19,펼,木,火
토,土,3,"흙, 땅, 뿌리",土,火
토,兎,7,兔의 俗子,木,火
토,兔,9,토끼,火,火
토,討,10,"칠, 벌할, 다스릴",金,火
토,吐,6,토할,水,火
톤,噋,15,느릿할,土,火
통,通,14,"통할, 뚫을",木,火
통,統,12,"거느릴, 실마리",木,火
통,桶,11,통,木,火
통,筒,12,대롱,木,火
통,洞,10,(동)골짜기,水,火
통,樋,15,나무이름,木,火
통,筩,13,대통,木,火
통,痛,12,"상할, 원통할",水,火
통,慟,15,서럽게 울,火,火
통,恫,10,상심할,火,火
퇴,隤,20,무너질,土,火
퇴,退,13,"물러갈, 그만둘",土,火
퇴,堆,11,"언덕, 쌓일",土,火
퇴,槌,14,"망치, 던질",木,火
퇴,腿,16,"넓적다리, 정강이",水,火
퇴,褪,16,빛 바랠,木,火
퇴,頹,16,"무너질, 기울",火,火
투,投,8,"던질, 줄",木,火
투,透,14,"통할, 사무칠",土,火
투,鬪,20,"싸울, 다툴",金,火
투,套,10,덮개,木,火
투,妬,8,강새암할,土,火
투,偸,11,훔칠,火,火
투,妒,7,강샘할,土,火
투,渝,13,변할,水,火
투,骰,14,주사위,金,火
퉁,佟,7,성씨,火,火
특,特,10,"특별할, 수컷",土,火
특,慝,15,"사특할, 간사할",火,火
특,忒,7,틀릴,火,火
틈,闖,18,엿볼,木,火
파,波,9,"물결, 물결 일",水,水
파,派,10,"물갈래, 보낼",水,水
파,琶,13,비파,金,水
파,芭,10,"파초, 꽃",木,水
파,巴,4,"姓,땅이름",木,水
파,坡,8,"고개, 제방",土,水
파,妑,7,새앙머리,土,水
파,岥,8,비탈질,土,水
파,怕,9,두려워할,火,水
파,杷,8,비파나무,木,水
파,婆,11,할미,土,水
파,擺,19,"열릴, 배열할",木,水
파,播,16,"뿌릴, 퍼뜨릴",木,水
파,灞,25,물이름,水,水
파,爸,8,아비,木,水
파,玻,10,유리,金,水
파,皤,17,"흴, 불룩할",金,水
파,笆,10,가시대,木,水
파,簸,19,까부를,木,水
파,耙,10,써레,土,水
파,菠,14,시금치,木,水
파,葩,15,꽃,木,水
파,鄱,19,고을이름,土,水
파,罷,16,"파할, 내칠",木,水
파,頗,14,"자못, 비뚤어질",火,水
파,破,10,"깨트릴, 다할",金,水
파,把,8,"잡을, 헤칠",木,水
파,爬,8,"긁을, 잡을",木,水
파,跛,12,절뚝발이,土,水
파,叵,5,어려울,水,水
판,判,7,"姓,판단할,나눌",金,水
판,板,8,널빤지,木,水
판,販,11,"무역할, 장사",金,水
판,阪,12,"산비탈, 언덕",土,水
판,坂,7,"비탈, 둑",土,水
판,瓣,19,"외씨, 꽃잎",木,水
판,辦,16,"힘쓸, 갖출",金,水
판,鈑,12,금박,金,水
판,版,8,"널, 조각",木,水
팔,八,8,여덟,金,水
팔,叭,5,"일벌릴, 나팔",水,水
팔,捌,11,깨뜨릴,木,水
팔,朳,6,고무래,木,水
팔,汃,6,물결치는 소리,水,水
패,貝,7,"조개, 자재",金,水
패,浿,11,"물이름, 물가",水,水
패,佩,8,"찰, 노리개",火,水
패,牌,12,"호적, 방패",木,水
패,稗,13,"피, 일년초 열매",木,水
패,覇,19,"으뜸, 우두머리",金,水
패,孛,7,살별,水,水
패,旆,10,깃발,土,水
